189,Jessica Carey,dyoung@yahoo.com,)TZ*%ffUp4,45,Intro to Computer Science,24039369020348,Computer Science,458,COM151,2420,0,504,0
190,Jason Watson,bethanysingleton@yahoo.com,48WTcrcE_a,955,Intro to Molecular Biology,31368689620602,Molecular Biology,981,MOL394,990,1,224,1
191,Douglas Ochoa,nicholashernandez@ferguson.org,mv8UUtd3!!,210,Intro to Physics,22774470752397,Physics,708,PHY330,4916,0,173,1
192,James Smith,derekmiller@hahn-gregory.com,)F7C1Tsl@E,606,Intermediate Molecular Biology,26465940686767,Molecular Biology,930,MOL361,4985,1,330,0
193,Lauren Copeland,barberteresa@williams-vargas.com,x6*NCvxw&x,340,Intermediate Chemistry,54252556938869,Chemistry,732,CHE284,8458,1,767,1
194,Mr. Larry May,jonathanreed@avila.org,(3Vx^Eu8sc,722,Advanced Software Engineering,61700166657223,Software Engineering,385,SOF254,9102,1,782,1
195,Erin Collins,landrykristina@hotmail.com,U&A80Mqo8C,902,Intro to Physics,62659020705777,Physics,787,PHY271,5563,1,453,0
196,Robert Reeves,campbelldave@yahoo.com,Yr(mo6LaIu,367,Advanced Physics,51207989385228,Physics,889,PHY301,3626,0,761,0
197,Michelle Scott,browntimothy@norton.com,^6_uL*Depk,409,Intermediate Data Analytics,29674974893053,Data Analytics,487,DAT350,6285,0,740,1
198,Travis Moore,allisonstewart@hotmail.com,&x9^)RtjY&,381,Intermediate Biochemistry,52664145287429,Biochemistry,829,BIO120,6809,1,637,0
199,Laura Vargas,pattersondavid@hoffman-fowler.net,g*6!FaRrC@,506,Intro to Data Analytics,16255717673837,Data Analytics,581,DAT279,1846,1,673,1
200,Connor Lloyd,kelly40@gmail.com,#k3FkQFnov,569,Intro to Math,19808780109059,Math,607,MAT373,4089,0,128,0
201,Robert Manning,uhansen@hotmail.com,1(4!OdoqX5,988,Intro to Chemistry,59852770904676,Chemistry,627,CHE380,6236,0,354,0
202,Scott Cruz,brivera@moore.org,24pLFV2d^o,349,Advanced Math,50341606872765,Math,835,MAT202,1682,1,483,0
203,Patrick Armstrong,hulljustin@gmail.com,3^9Jy5kcUl,922,Intro to Math,26352366336498,Math,1000,MAT181,1090,1,590,1
204,Erica Conway,frivera@davis-fox.com,cMB55YSi*3,835,Intermediate Computer Science,25677669011830,Computer Science,926,COM350,9077,0,480,1
205,Heather Brown,fletcheradam@yahoo.com,a)5M)TBm3G,986,Advanced Biology,14258196192160,Biology,696,BIO177,5625,0,317,1
206,Eric Wolf,terryangela@arnold.com,*1m5GGGtdU,868,Intermediate Data Analytics,68551667543237,Data Analytics,326,DAT217,6909,0,863,1
207,Joshua Molina,rebecca83@hotmail.com,P*19VeS5ZF,180,Intro to Enviornmental Science,42263125832437,Enviornmental Science,919,ENV152,6356,0,711,1
208,Amber Cox,bernarddanielle@yahoo.com,%3GMzg20&9,385,Advanced Software Engineering,40788881149010,Software Engineering,144,SOF259,5885,0,497,1
209,Jennifer Douglas,ashleybrown@hamilton-johnson.biz,#9Qfkw+tR8,493,Advanced Chemistry,41961363664330,Chemistry,628,CHE193,1482,1,954,0
210,Cody Jackson,nathan72@hotmail.com,Z^S1q0Iy(2,271,Intro to Enviornmental Science,69000251479049,Enviornmental Science,436,ENV348,7507,1,673,1
211,James Mason,pperez@lozano.com,FJM5LBdcG(,690,Advanced Math,48030402734811,Math,921,MAT157,6805,0,588,0
212,Susan Terry,howardrobert@gmail.com,W9RE$tZu*q,977,Intro to Physics,12423788248495,Physics,554,PHY394,4734,0,16,1
213,Richard Woods,alyssa34@gmail.com,$d)6Av3g2t,932,Advanced Chemistry,87160647243725,Chemistry,678,CHE336,8178,0,990,0
214,Allison Nelson,smithdavid@hotmail.com,7&(7hUihLc,727,Intro to Math,38010621422111,Math,749,MAT234,4973,1,552,1
215,Jason Knight,josephpowell@garcia-pacheco.com,800SVkn$@(,95,Intro to Biology,71095413621130,Biology,362,BIO184,8952,0,771,1
216,Jeffrey Wood,pamelahoward@levy.org,@30UlaL^d0,23,Intro to Physics,22721886981716,Physics,840,PHY107,1487,0,850,0
217,Melvin Bridges,gregory04@hotmail.com,XO8Ios4v@h,135,Intro to Biology,52286321487317,Biology,989,BIO337,7392,0,529,0
218,Jason Reynolds,cynthia00@yahoo.com,$9NMMYlgtK,870,Advanced Chemistry,45911908128343,Chemistry,331,CHE356,4232,0,572,1
219,Gary Reynolds,jared77@bullock.biz,hfzW1RBM#4,136,Intermediate Enviornmental Science,76903139565268,Enviornmental Science,137,ENV149,9338,1,322,0
220,Edward Myers,clarkkristin@hotmail.com,#KD41Aac@Z,558,Advanced Chemistry,85659620197210,Chemistry,354,CHE370,5838,0,359,0
221,Jeremy Rowland,andre09@hotmail.com,l1XyOuMj*R,714,Intermediate Biochemistry,63602078698014,Biochemistry,687,BIO345,2375,1,996,1
222,Amy Conway,ashleyturner@gmail.com,@O*3#QVlDd,887,Intermediate Biology,39941291768220,Biology,326,BIO299,3475,0,383,0
223,Dillon Wu,kelly29@chapman.org,!3Yhyomo^b,790,Intro to Biochemistry,55463532541275,Biochemistry,959,BIO325,1617,0,782,0
224,Jason Hurst,fgarcia@becker.com,lr(1RSque5,601,Intermediate Software Engineering,87041179804366,Software Engineering,137,SOF133,8205,0,457,0
225,Shaun Hebert,debradawson@haynes-johnson.info,vo^3XD8njl,802,Intermediate Physics,32568087743709,Physics,573,PHY225,157,0,72,0
226,Eric Reese,jeremiah87@hotmail.com,jryon*CM_1,435,Intro to Molecular Biology,67267454189694,Molecular Biology,551,MOL181,4243,0,246,1
227,Diane Anderson,gpineda@larson-mcgrath.com,skJurfUy+4,432,Advanced Math,75816313569201,Math,505,MAT168,827,1,957,1
228,Bradley Holmes,idavis@marshall.com,)8IwUGz8+w,861,Advanced Molecular Biology,87117729048906,Molecular Biology,344,MOL231,5678,1,163,0
229,Robert Rogers,bcooper@allen.com,3JW5@YkwO*,450,Advanced Biochemistry,13187235289158,Biochemistry,697,BIO167,7027,1,803,1
230,Mark Aguilar,hollowayjoshua@yahoo.com,&%n6oBMnHT,825,Intermediate Enviornmental Science,44362405559110,Enviornmental Science,149,ENV265,8224,1,48,0
231,Jacob Miles,caitlin98@yahoo.com,Ri8gNMtD#J,167,Intro to Software Engineering,34959786224192,Software Engineering,948,SOF131,9376,0,750,1
232,Melissa Morris,xhess@crawford-sims.net,)uE5m77K&8,972,Advanced Chemistry,25545609794860,Chemistry,510,CHE266,6249,0,696,1
233,Angela Case,kayla99@yahoo.com,sv4wZzdw&S,79,Intro to Enviornmental Science,26968347786009,Enviornmental Science,303,ENV114,5724,0,589,0
234,Jesse Nguyen,amandachambers@anderson.biz,^E7CwVbu37,294,Intermediate Biochemistry,33776688695875,Biochemistry,230,BIO217,8758,0,618,1
235,Steven Jones,blackduane@brown.com,&%6ycBnB1r,436,Intro to Molecular Biology,76628672768477,Molecular Biology,147,MOL231,1566,1,229,0
236,Rebecca Austin,tylertaylor@garcia.com,%7GbG5NV_8,190,Intermediate Data Analytics,56418472466197,Data Analytics,987,DAT386,1211,1,636,0
237,Angel Walters,josephbennett@gmail.com,&23X+bfpu4,35,Intermediate Data Analytics,67730096685646,Data Analytics,610,DAT234,528,0,868,1
238,Michael Wise,wyattwatson@gmail.com,%B8Zp7Zfa),269,Advanced Math,57357588020556,Math,283,MAT314,3172,0,33,1
239,Christina Martin,galvanhaley@freeman.info,68YCK7ln%1,680,Intro to Math,66590513278352,Math,41,MAT170,872,1,211,0
240,Christina Thompson,parksarah@gmail.com,#5QbWAdE@Y,739,Intermediate Chemistry,20868006745363,Chemistry,945,CHE370,2396,0,43,1
241,Edward Valdez,kevinwalton@hotmail.com,6(4%bDau$y,160,Intermediate Molecular Biology,71852091788080,Molecular Biology,219,MOL142,4363,1,294,0
242,Jacob Reyes,wardmichael@gmail.com,3LE9(PEq$4,652,Advanced Biology,79064199660021,Biology,688,BIO255,3052,0,337,1
243,Megan Snyder,jenniferflynn@yahoo.com,$Vzyb4ZpE0,768,Advanced Molecular Biology,34877063531648,Molecular Biology,237,MOL206,9036,1,984,1
244,Christopher Hanson,garyhoward@murphy.com,&w18k#KKx1,899,Intro to Physics,14002742588856,Physics,484,PHY345,5175,1,357,0
245,Jeffrey Sandoval,cherylpierce@yahoo.com,_@TRmtX3D2,578,Intro to Chemistry,73371662811892,Chemistry,170,CHE128,1142,1,442,0
246,Sara Thomas,dlyons@gmail.com,n3ju8J^aR$,370,Intermediate Molecular Biology,68322465674496,Molecular Biology,201,MOL146,8490,0,970,1
247,Steven Salazar,jlozano@gutierrez-day.org,&l16YzXequ,137,Intermediate Data Analytics,66908676684625,Data Analytics,825,DAT265,8346,0,333,1
248,Daniel Ramirez,nancy59@collins.com,_4cmFQh!)A,487,Intermediate Data Analytics,23773110548497,Data Analytics,177,DAT337,9113,0,940,0
249,Elizabeth Wood,thomasdennis@melton.com,c!s1Ccc^^&,401,Intro to Software Engineering,78470814623753,Software Engineering,64,SOF127,9178,1,7,1
250,Meghan Parker,richardsonjohn@hatfield-randall.com,(+YT55iqi1,309,Intro to Chemistry,74772489239158,Chemistry,51,CHE392,1430,0,409,0
251,Andrea Copeland,rholden@hotmail.com,l$0Gqa_x9O,588,Intermediate Math,69666559210947,Math,574,MAT119,2120,0,950,1
252,Cassidy Mercado,george04@miller.com,V457U+ej+G,210,Advanced Computer Science,43075385452913,Computer Science,938,COM388,8789,1,425,0
253,Glenn Johnson,ashleybuckley@matthews.com,q6d$Lo6v%q,911,Intro to Biochemistry,18734198522908,Biochemistry,330,BIO230,8440,1,945,1
254,Brandon Reeves,floresmichael@jones.com,YCaFfagv!7,330,Intro to Biochemistry,26039095310264,Biochemistry,43,BIO173,4367,1,580,0
255,Daniel Gillespie,michael51@french.com,OisiTqD$#1,99,Intro to Computer Science,24104890475211,Computer Science,242,COM127,3014,1,523,1
256,Michael Walker,kdixon@hotmail.com,ZS^5FRvhKA,47,Intro to Enviornmental Science,30468901120472,Enviornmental Science,569,ENV312,6881,1,533,0
257,Alyssa Flores,urivera@hernandez.com,T&62#DgUwR,796,Advanced Enviornmental Science,49897744344143,Enviornmental Science,826,ENV161,4057,1,591,0
258,Vincent Erickson,eric57@day-jordan.com,444Z1Zpi^b,158,Advanced Data Analytics,14181793828599,Data Analytics,136,DAT367,9905,1,359,0
259,Stephen Higgins,robertsjoseph@hotmail.com,+oT%5hkkY4,870,Advanced Enviornmental Science,39236388360189,Enviornmental Science,655,ENV393,4784,0,813,1
260,Michael Small,derrick58@hotmail.com,P@7KPo2aB@,651,Advanced Biology,74636527205526,Biology,179,BIO339,6733,1,200,0
261,James Moore,darryl46@rodriguez.net,cc(8E$Jxp_,983,Advanced Physics,76189031344287,Physics,402,PHY231,6866,1,940,0
262,Jessica Allen,donna82@hotmail.com,k5BZNP^n*Y,334,Intro to Math,28865874447840,Math,493,MAT170,2859,0,281,1
263,John Diaz,uchan@gonzales-dean.com,y7Eze_ax@),709,Advanced Data Analytics,29252547254967,Data Analytics,834,DAT199,9855,0,301,1
264,Jordan Bennett,robinsonwilliam@yahoo.com,Td8mV7&b9(,986,Intermediate Math,71704914210496,Math,885,MAT353,6347,1,377,0
265,Robert Gibson,pgarcia@rodriguez.org,DH+7kFb0j1,789,Intermediate Molecular Biology,41702331059413,Molecular Biology,250,MOL314,7603,1,407,0
266,Gregory Wagner,kathleen68@lee.com,2TOGo$wc(I,456,Intro to Computer Science,63692512960345,Computer Science,930,COM270,4614,1,272,0
267,Aaron Mata,kennethwheeler@garcia.com,B6UlZX*(@2,273,Advanced Biochemistry,33420693048456,Biochemistry,610,BIO354,2155,1,106,0
268,Jay Parrish,jay95@howard.net,&5XXynhymR,975,Intro to Physics,67296051969685,Physics,846,PHY142,5520,0,450,0
269,Timothy Woods,holly73@yahoo.com,S81uMliZ^X,306,Intermediate Software Engineering,14020287551078,Software Engineering,978,SOF361,2120,1,893,1
270,Wendy Thomas,yvance@hotmail.com,M2X+0J%mpH,673,Advanced Biochemistry,76681212638687,Biochemistry,517,BIO262,7789,0,284,0
271,Shelley Bryant,ibutler@gmail.com,)2Bq(i&H@0,553,Intermediate Data Analytics,16323567402715,Data Analytics,690,DAT373,2679,0,501,1
272,Johnathan Allen,brandonlivingston@parker-parsons.com,@3JRtar6(u,479,Advanced Math,68278161221908,Math,403,MAT281,6593,1,485,0
273,Edward Ford,simmonscheyenne@smith-morris.com,@m3a8DdW_o,540,Intro to Biology,65729907607089,Biology,267,BIO382,2238,1,349,0
274,Barbara Turner,eddie91@robinson-moreno.com,@8X6)ynH^N,331,Advanced Software Engineering,35019298304130,Software Engineering,611,SOF183,9607,0,272,0
275,Jennifer Cummings,lbuck@coleman-tran.com,P&3UN^g3Kv,147,Advanced Biology,83569869866170,Biology,278,BIO160,742,0,256,0
276,Harold Acosta,mckenziediana@gmail.com,#aW9LUNf2L,893,Intermediate Biochemistry,58538575633223,Biochemistry,349,BIO146,2929,0,823,0
277,Katie Mullins,ujohnston@gmail.com,4i$6VhTtMs,467,Intermediate Software Engineering,21546054889801,Software Engineering,915,SOF328,9105,0,147,0
278,Joseph Dunlap,waynebenton@ramos.info,gO*!7Zj_3*,198,Intermediate Biology,89947874041500,Biology,904,BIO332,7953,1,10,1
279,Bryan Jackson,kgarcia@hall.com,_MVM65oT!7,234,Intermediate Biology,71428553302106,Biology,425,BIO391,5460,1,252,1
280,Anthony Mueller,paulmiller@barnes.com,u6Av*m^q^A,626,Advanced Biology,81576101930925,Biology,238,BIO225,5219,0,457,1
281,Jillian Gonzalez,henry39@gmail.com,2XyMnKmw^6,74,Advanced Molecular Biology,54794593834174,Molecular Biology,480,MOL352,1959,0,339,1
282,Scott Little,danielmichael@webster.com,)6!tXW*UQb,909,Intermediate Math,48091677375311,Math,135,MAT201,9588,1,291,0
283,Jillian Obrien,wadekayla@gmail.com,XUUq*+@y&2,872,Advanced Data Analytics,21628141488126,Data Analytics,602,DAT195,8731,0,722,1
284,Lee White,greerdavid@yahoo.com,Pb4VMEnRb),739,Intro to Enviornmental Science,61353095613380,Enviornmental Science,342,ENV192,7213,0,252,1
285,Michelle Walker,ariel45@arnold.com,_(FwKeRrg7,329,Intermediate Data Analytics,54321571267472,Data Analytics,923,DAT353,1156,1,909,1
286,Valerie Fletcher,vangalexa@walsh.com,q0J12Cra&^,774,Intro to Physics,61216779453419,Physics,671,PHY234,7739,0,821,1
287,Steven Fitzgerald,carla20@escobar.org,_I%Fz4KssR,233,Intro to Computer Science,37054013910785,Computer Science,26,COM193,9095,0,826,1
288,Jessica Edwards,vanderson@gmail.com,#ExkwXTll4,856,Advanced Math,71411437279499,Math,576,MAT105,4716,1,225,0
289,Cassandra Johnson,jessicahart@walter.com,K*2UR@e1K&,838,Advanced Data Analytics,83595738955688,Data Analytics,141,DAT391,4691,1,604,1
290,William Trevino,roberta73@gmail.com,k1W@4GwiAd,589,Advanced Biology,41019617516145,Biology,798,BIO191,8127,0,355,0
291,Jason Knox,patriciaterry@collins.com,U7LnW!nh@P,239,Intermediate Chemistry,89669844067966,Chemistry,960,CHE372,180,1,360,1
292,Alan Turner,nelsoncaroline@gmail.com,(9xVS3m1_H,291,Intro to Molecular Biology,51649719669659,Molecular Biology,11,MOL342,6041,0,888,1
293,Sarah Howell,jonesjean@cook-hall.com,S&6vM68t&L,359,Intro to Software Engineering,78970379098726,Software Engineering,159,SOF103,3898,0,349,1
294,William Clark,brian08@cooper.com,6dh8Jj6g+$,150,Intro to Data Analytics,46554872182454,Data Analytics,906,DAT317,227,1,651,0
295,David Ellis,nicholasmartin@hotmail.com,+4K_*(n6a7,348,Intro to Data Analytics,24567028426794,Data Analytics,891,DAT168,3980,0,167,0
296,Stacey Roberts,rodney42@hotmail.com,f$_0fCEzVb,524,Intermediate Biochemistry,65412691207756,Biochemistry,583,BIO350,1196,0,326,1
297,Justin Young,amanda04@stewart.com,(gWXDIl7X9,898,Intermediate Data Analytics,76622400994063,Data Analytics,20,DAT248,4159,0,944,1
298,Kelli Anderson,adamsbrenda@james-lawrence.org,_V2#PC*tuN,200,Intermediate Data Analytics,89916550276058,Data Analytics,429,DAT189,5282,0,910,1
299,David Gross,megan53@hotmail.com,$ejm6GNv93,822,Advanced Math,29325296680240,Math,554,MAT173,6788,0,691,1
300,Julia Lopez,lindsaybrown@hamilton-kelly.net,2f*V%0Gc66,968,Intermediate Math,24952605413152,Math,758,MAT289,6835,1,171,1
301,Joanna Smith,stephenwang@hotmail.com,2cTBBFyt%n,243,Intermediate Physics,74095097703497,Physics,343,PHY357,2155,0,845,0
302,Susan Hart,matthew57@yahoo.com,gF+6EFn9wf,696,Intro to Chemistry,25193413810367,Chemistry,83,CHE344,9868,1,740,0
303,Cynthia Murray,sherry74@mills-williams.com,2)1V*dohXv,908,Intro to Data Analytics,62709091428093,Data Analytics,524,DAT338,5065,1,88,1
304,William Holder,ohudson@turner.com,&H6mQotauh,467,Intro to Software Engineering,86820305905132,Software Engineering,363,SOF166,4118,0,895,0
305,William Parrish,andersonnathaniel@gmail.com,oa9Wg0Dx%E,372,Advanced Chemistry,52219238419762,Chemistry,995,CHE193,9362,0,138,0
306,Crystal Stone,lwheeler@yahoo.com,+)K0sAn@Tk,755,Advanced Physics,56114815155097,Physics,598,PHY296,6302,1,987,0
307,Chad Conway,mark58@gmail.com,A*0SZg_e)E,309,Advanced Software Engineering,42235317191277,Software Engineering,858,SOF102,7666,1,24,1
308,Mathew Padilla,terrykayla@sullivan-chavez.com,ED$O0EGjQh,442,Intro to Software Engineering,46499705538603,Software Engineering,647,SOF157,8069,0,2,1
309,Tammy Wilson,oyork@smith.com,(KTBIeiWk8,247,Intermediate Chemistry,72757442985628,Chemistry,588,CHE379,9289,1,560,1
310,Pamela Garrett MD,joneserica@gmail.com,fXTR4Kf#d#,455,Intro to Molecular Biology,61432576956403,Molecular Biology,477,MOL226,9261,1,872,0
311,Wendy Gutierrez,georgemendoza@hotmail.com,$C(kDWDjs4,514,Intermediate Math,16296836194030,Math,338,MAT154,2279,1,752,0
312,Barbara Williamson,danielle12@hotmail.com,!2L5&nfnAQ,529,Advanced Enviornmental Science,19429900424696,Enviornmental Science,524,ENV134,6164,0,844,1
313,Nicole Garcia,bbaird@hotmail.com,(ZWvphSVv6,459,Intermediate Chemistry,12843218022479,Chemistry,367,CHE312,4605,0,315,1
314,Jeffrey Smith,joebrown@gmail.com,Y$1vZ0uY@N,262,Advanced Biochemistry,19808741988448,Biochemistry,418,BIO260,6275,0,872,1
315,Peter Yang,megan57@palmer.com,pSHX@5gI(7,607,Advanced Enviornmental Science,43116578536891,Enviornmental Science,372,ENV326,7293,0,665,1
316,Jay Ferguson,schwartzalexander@hotmail.com,T6+Ix^G3%Z,800,Intro to Computer Science,76966731354936,Computer Science,623,COM101,7727,1,210,1
317,Kayla Andrews,mfaulkner@mitchell-wallace.net,2Kt6Mz2P&q,558,Intermediate Molecular Biology,56641117635190,Molecular Biology,234,MOL102,6197,0,203,0
318,Erica Williams,williamkaiser@yahoo.com,u%A1fC%mF),940,Intermediate Data Analytics,46970787970894,Data Analytics,693,DAT207,171,1,802,0
319,Barbara Ramirez,bbaker@newton.com,(42PwXVqp),449,Intermediate Molecular Biology,30912497400851,Molecular Biology,266,MOL132,7931,0,360,1
320,Savannah Morrison,jacquelinebaker@gmail.com,+L5EUzr&H%,246,Advanced Software Engineering,17102363922625,Software Engineering,290,SOF195,6325,0,846,1
321,Brian Harmon,jamierobinson@garrison-miller.com,mgg4Rr%d%A,347,Intermediate Math,42337829377294,Math,437,MAT362,8218,0,279,1
322,Jacqueline Mcbride,daniel06@gmail.com,^0CQlz51Jm,891,Intermediate Math,25317057892169,Math,646,MAT173,4601,1,7,1
323,Alan Garza,bridgetpatel@gmail.com,%BhZ3erZY5,567,Intro to Software Engineering,26110375891063,Software Engineering,494,SOF323,8,0,288,1
324,Angela Lee,john76@hotmail.com,jWXyg!w*%9,673,Intro to Molecular Biology,24456863404914,Molecular Biology,738,MOL235,5978,1,753,1
325,Karen Price,julian67@gray-rodriguez.net,9i&D7DDqu_,267,Intro to Physics,62530309898651,Physics,991,PHY393,1340,0,570,0
326,Craig Cook,ibrooks@webb-blackwell.com,^sgFMGhr&4,259,Intro to Biochemistry,55274205645509,Biochemistry,655,BIO142,468,0,406,0
327,Marie Walker,lori07@yahoo.com,U5Cvph_f$h,307,Advanced Physics,52730145039383,Physics,73,PHY278,428,0,70,1
328,Paul Knight,tuckerloretta@barr.biz,#j6mFVwC^8,238,Intermediate Biology,49047483938561,Biology,855,BIO156,893,0,429,0
329,Emily Morrison,donald81@yahoo.com,78foV7v4$F,486,Intermediate Enviornmental Science,83389764787633,Enviornmental Science,977,ENV268,6567,0,14,1
330,Ruth Anderson,wisemegan@hotmail.com,yxpHS2a9&5,738,Intro to Molecular Biology,18157089413968,Molecular Biology,214,MOL162,1910,1,381,1
331,Taylor Hall,karenaguilar@stuart-payne.biz,(z7EVzlW+1,799,Intermediate Physics,59518862269082,Physics,905,PHY187,2646,0,733,0
332,Darren Nicholson,dawnphillips@love.com,60#2*XLwG!,882,Advanced Chemistry,35385595117018,Chemistry,755,CHE208,7370,1,957,1
333,Rebecca Preston,jorge40@wade.com,%NW3KMoyYS,365,Intermediate Computer Science,50030289624914,Computer Science,315,COM337,6605,0,646,1
334,Caitlin Henderson,jimmyvincent@perez.com,(j38iX@rkV,706,Intermediate Molecular Biology,87586971503114,Molecular Biology,503,MOL323,1995,1,754,1
335,David Rodriguez,jeffreyharrington@sellers-coleman.info,!8AHdVKh&8,388,Intermediate Physics,67252411333501,Physics,507,PHY216,2144,0,739,0
336,Kyle Shelton,jefferykelly@diaz-garza.biz,Ua356WHzg*,201,Intro to Computer Science,48233111304511,Computer Science,205,COM252,9189,0,740,0
337,Amanda Ortiz,iwheeler@robinson-orozco.com,@B5#Un$g#@,988,Intro to Molecular Biology,56139915431269,Molecular Biology,747,MOL260,6334,1,349,0
338,Joseph Hahn,jasonparker@pearson-walker.info,vUP5fKknp(,215,Intermediate Molecular Biology,14694363155566,Molecular Biology,65,MOL280,4501,1,533,0
339,Debra Lucas,laura56@rodriguez-horn.com,Eh3QTPDa*p,812,Advanced Math,31785202624496,Math,877,MAT259,6205,1,810,1
340,Michael Clark,sherrihopkins@ford-clark.biz,B*4UDVa#vQ,154,Advanced Math,31838548755575,Math,724,MAT139,9152,0,518,0
341,Blake Camacho,megan22@hotmail.com,Dd(Zaf8&+2,503,Intermediate Math,79621179864530,Math,637,MAT306,3621,0,510,1
342,Joe Webster,gwaters@gmail.com,IXN*6CFnpw,760,Intermediate Molecular Biology,35782237404075,Molecular Biology,57,MOL354,6031,1,936,1
343,Kevin Wilson,wheelerholly@yahoo.com,!)OQ7V%p@8,44,Intermediate Data Analytics,37667169833942,Data Analytics,769,DAT226,9800,0,446,1
344,James Mccarthy,michelelong@yahoo.com,h!7JY5jBC4,974,Intermediate Enviornmental Science,85349886956308,Enviornmental Science,635,ENV348,5290,0,398,1
345,Heather Owens,john44@hotmail.com,9kk*ZaCQ)l,906,Intermediate Chemistry,43178979758322,Chemistry,399,CHE182,3622,1,594,1
346,Haley Riddle,mirandarobert@yahoo.com,$wzF5x^eS5,159,Advanced Math,46083256148108,Math,991,MAT248,2216,0,548,0
347,Benjamin Smith,rebeccahayes@yahoo.com,iP4M1vVM+3,835,Intro to Data Analytics,88506886860130,Data Analytics,323,DAT184,4647,1,376,1
348,Stephanie Robertson,danielduarte@yahoo.com,(!2Mlr)%2h,335,Advanced Computer Science,12772813312278,Computer Science,593,COM364,1558,0,567,1
349,Darrell Lambert,stephenluna@yahoo.com,+YLY^DyT5h,635,Advanced Biology,81992196870068,Biology,550,BIO329,5045,1,423,0
350,Mark Parsons,perrymichelle@gmail.com,W13BvPcg+M,590,Advanced Molecular Biology,69366201711609,Molecular Biology,73,MOL280,3443,0,103,0
351,Kristie Garcia,kevin62@gmail.com,rO7EMlkw@9,730,Intro to Data Analytics,47611777536833,Data Analytics,828,DAT361,7859,0,185,0
352,Kylie Thomas,fbruce@hotmail.com,g*X3tHCfYq,356,Intro to Molecular Biology,44060343488000,Molecular Biology,630,MOL310,4233,1,533,1
353,William Kelly,kerri34@bradshaw.biz,h&J*(q#$!0,623,Intro to Math,68330023717459,Math,858,MAT341,7233,1,328,0
354,Jordan Powell,mcdanielbenjamin@hotmail.com,+p3uP+Vs7),911,Advanced Software Engineering,71340374474024,Software Engineering,440,SOF115,1408,0,593,1
355,Timothy Marshall,wendy04@cooper.info,td78&S1j)E,310,Intro to Computer Science,57826988081138,Computer Science,710,COM222,5394,0,975,0
356,Daniel Rodriguez,candicemays@powers-johnson.org,14UwZtmn+F,670,Intermediate Molecular Biology,70911202750224,Molecular Biology,137,MOL342,7007,1,957,1
357,Desiree Wall,ashleybecker@yahoo.com,)QD2VWfkso,189,Intermediate Math,16902796979563,Math,363,MAT360,929,0,74,0
358,Larry Fletcher,sara52@white-chang.com,j6qAp2Xro*,861,Intermediate Computer Science,18031252227964,Computer Science,557,COM127,264,0,256,0
359,Amanda Smith,scott78@sherman.com,_7*8EdW@cB,508,Intermediate Enviornmental Science,21125561634496,Enviornmental Science,829,ENV201,4123,0,96,0
360,Deanna Hansen,tony57@yahoo.com,h%Hw4ZHNFo,195,Intermediate Biology,76124712707220,Biology,693,BIO110,9713,0,281,1
361,Nicole Matthews,stephaniemeyers@hotmail.com,m#4oAJjg*Z,900,Intermediate Chemistry,50924916035152,Chemistry,163,CHE198,5726,0,302,1
362,Daniel Richardson,desiree71@webb.com,#3g#cEzSe4,359,Intro to Biology,16646100166411,Biology,275,BIO389,2851,0,183,1
363,Anne Turner,fparker@hotmail.com,3QX81VFpA_,877,Advanced Enviornmental Science,83393195493909,Enviornmental Science,654,ENV245,6296,0,569,1
364,Justin Smith,richard63@cohen-richardson.net,T2!X2Rvyp3,936,Intro to Math,38304136751510,Math,803,MAT197,4804,0,342,1
365,Dominic Evans,manuel00@fuller.biz,r3hHX3w(%g,779,Intermediate Chemistry,21834206000135,Chemistry,343,CHE106,4458,1,156,0
366,Michael Olson,michelleward@hotmail.com,$0BXcZ2efB,356,Intro to Math,55827507343531,Math,545,MAT176,8731,0,234,1
367,Robert Mcconnell,ryanrussell@robinson.com,$#6zOwUTwB,964,Intro to Biology,82228616101992,Biology,983,BIO154,6955,1,292,0
368,Daniel Lee,ricerobert@hotmail.com,!0mT4X4b01,823,Advanced Data Analytics,13062351220405,Data Analytics,625,DAT138,4643,1,48,1
369,Frank Marshall,bennettsierra@gmail.com,d@c8T8ooOY,388,Intermediate Molecular Biology,69749054249722,Molecular Biology,231,MOL151,800,0,731,0
370,Alicia Yoder,housebrandi@moore-kelly.info,&o!nP6Ma#%,456,Intro to Chemistry,73842112854271,Chemistry,203,CHE160,230,1,264,0
371,Alyssa Jones,joseph47@johnson.com,qV4ERucac_,976,Intro to Molecular Biology,75811274765910,Molecular Biology,663,MOL256,1738,0,668,0
372,Brian Simpson,ghill@montgomery.org,)JEXTsXh8T,424,Advanced Data Analytics,45535597353739,Data Analytics,986,DAT158,1438,0,691,1
373,Dominique Johnston,devin08@santos-brown.net,&ZNOUagp3k,82,Advanced Biochemistry,78729736999079,Biochemistry,528,BIO261,1622,1,481,0
374,Stacey Curtis,smithgerald@gmail.com,(4A7VybFJO,720,Advanced Molecular Biology,16737189977606,Molecular Biology,602,MOL118,9022,0,914,0
375,Dr. Brian York,devongeorge@harris.com,0Ot5Wuuu_!,174,Intermediate Enviornmental Science,79335680849126,Enviornmental Science,634,ENV138,1044,1,839,0
376,Kimberly Skinner,dterry@williams.net,Ac7a(4B+3),450,Advanced Chemistry,54991192198102,Chemistry,228,CHE388,2724,0,199,0
